period,group,n,share,CAR_A,CAR_A_lo,CAR_A_hi,CAR_B,CAR_B_lo,CAR_B_hi,run_up_open1_to_entry,run_up_open1_to_entry_lo,run_up_open1_to_entry_hi,post_entry_leg,post_entry_leg_lo,post_entry_leg_hi,perday_A,perday_A_lo,perday_A_hi,perday_post_entry,perday_post_entry_lo,perday_post_entry_hi
all_2005_2026,all events,14769,1.0,0.00546673370744295,-0.005002350702888434,0.01591074922113962,0.0020792127037339444,-0.003584911363109136,0.007956124089548927,0.03791303601077203,0.03609871209261372,0.039649289247363384,0.0034218734590424145,-0.0059050871366116055,0.012966765390512778,0.00013666834268607377,-0.0001250587675722109,0.00039776873052849046,9.022462780036438e-05,-0.00015879988093286612,0.00034774727414500767
all_2005_2026,breakout within W,8974,0.6076240774595436,0.04193798914438226,0.03193693818046733,0.05207964698879843,0.0034218734590424145,-0.0059050871366116055,0.012966765390512778,0.03791303601077203,0.03609871209261372,0.039649289247363384,0.0034218734590424145,-0.0059050871366116055,0.012966765390512778,0.0010484497286095563,0.0007984234545116833,0.0013019911747199607,9.022462780036438e-05,-0.00015879988093286612,0.00034774727414500767
all_2005_2026,no breakout within W,5795,0.39237592254045633,-0.05101179024270258,-0.0628241327675747,-0.03929441598459983,0.0,0.0,0.0,,,,,,,-0.0012752947560675646,-0.0015706033191893673,-0.0009823603996149959,,,
selection_2005_2014,all events,4803,1.0,0.014259629106683174,0.005658628493092489,0.023468995424159162,0.005099551609583272,0.0001060346914537491,0.010422655245206379,0.03273461498157795,0.030013827059228747,0.03559373365983666,0.008451741332238942,0.00017638742197431334,0.017125853977492545,0.00035649072766707937,0.00014146571232731225,0.0005867248856039791,0.00022057928324138406,-4.592909295297898e-06,0.00045456694975505493
selection_2005_2014,breakout within W,2898,0.603372891942536,0.041557318699789604,0.03254459740695988,0.050572364975973456,0.008451741332238942,0.00017638742197431334,0.017125853977492545,0.03273461498157795,0.030013827059228747,0.03559373365983666,0.008451741332238942,0.00017638742197431334,0.017125853977492545,0.00103893296749474,0.0008136149351739969,0.0012643091243993365,0.00022057928324138406,-4.592909295297898e-06,0.00045456694975505493
selection_2005_2014,no breakout within W,1905,0.3966271080574641,-0.027267249864877153,-0.03627840863541909,-0.01680890561396261,0.0,0.0,0.0,,,,,,,-0.0006816812466219288,-0.0009069602158854773,-0.0004202226403490653,,,
holdout_2015_2026,all events,9966,1.0,0.0012290980860752226,-0.012926742340962066,0.015492887110560667,0.0006235948264718225,-0.007115144910969929,0.008654854927043206,0.0403829280684752,0.038298794848281574,0.04237812960166617,0.0010228350955592796,-0.01171615865549015,0.013987703410248882,3.072745215188053e-05,-0.0003231685585240517,0.00038732217776401667,2.8050863569278973e-05,-0.000310663949696953,0.0003737784510935213
holdout_2015_2026,breakout within W,6076,0.6096728878185832,0.04211955315827784,0.028550325949551352,0.05613861560079445,0.0010228350955592796,-0.01171615865549015,0.013987703410248882,0.0403829280684752,0.038298794848281574,0.04237812960166617,0.0010228350955592796,-0.01171615865549015,0.013987703410248882,0.001052988828956946,0.0007137581487387834,0.0014034653900198612,2.8050863569278973e-05,-0.000310663949696953,0.0003737784510935213
holdout_2015_2026,no breakout within W,3890,0.3903271121814168,-0.06263990063338573,-0.07808423213590333,-0.04765431410429004,0.0,0.0,0.0,,,,,,,-0.0015659975158346432,-0.0019521058033975833,-0.001191357852607251,,,
