label,n_events,share_entered_B,median_k,CAR_A,CAR_A_lo,CAR_A_hi,CAR_B,CAR_B_lo,CAR_B_hi,B_minus_A,B_minus_A_lo,B_minus_A_hi,C_minus_A,C_minus_A_lo,C_minus_A_hi,D1_minus_A,D1_minus_A_lo,D1_minus_A_hi,D2_minus_A,D2_minus_A_lo,D2_minus_A_hi,D3_minus_A,D3_minus_A_lo,D3_minus_A_hi,perday_post,perday_post_lo,perday_post_hi,perday_A,perday_A_lo,perday_A_hi,PRIMARY_post_minus_matched,PRIMARY_lo,PRIMARY_hi,matched_control_perday,variant,period,W,H,m_fixed
selection: overnight gap-up >= 5% | all,18173,0.4973312056347328,2.0,0.0042066433971478445,-0.006310110442100321,0.01461049987070045,0.00178459004973463,-0.0032215375638992923,0.007099835852373552,-0.002422053347413216,-0.00841827823621858,0.0036692700157970283,4.047091369461808e-05,-0.0014933025967999109,0.0014490084872621162,-0.0008881912428828957,-0.0042395012590911545,0.002627432746187843,-0.00308305950142537,-0.010354919013304355,0.00440063954126136,-0.002123438973307606,-0.007617316823876038,0.003431694924780422,9.256234928553723e-05,-0.0001829869991428432,0.00037616117347962934,0.00010516608492869612,-0.00015775276105250798,0.0003652624967675112,-0.00010703771990104755,-0.0001750653991958238,-4.1227937501637496e-05,0.0001996000691865848,selection: overnight gap-up >= 5%,all,10,40,2.0
selection: overnight gap-up >= 5% | selection,4620,0.5060606060606061,2.0,0.01190633388233442,0.0016439266122772066,0.021878581561006367,0.0021301962477852784,-0.0022192808086363668,0.0065446055826732215,-0.009776137634549141,-0.016279337630445843,-0.002976369980838653,-0.001936854567340781,-0.0036925174173833893,-0.00020412351398689166,-0.0037788138358650957,-0.007708720666003007,6.705702917863164e-05,-0.010956907818138932,-0.018747938434855133,-0.0029269822551836948,-0.007386418471634511,-0.013162104731522788,-0.0013854244870891404,0.00011182445171130662,-0.00012774178862776808,0.00034743481222031003,0.00029765834705836053,4.1098165306930184e-05,0.0005469645390251592,-0.00023738976894485198,-0.0003484164906515399,-0.00013129627781077613,0.00034921422065615864,selection: overnight gap-up >= 5%,selection,10,40,2.0
selection: overnight gap-up >= 5% | holdout,13553,0.49435549324872724,2.0,0.0015819425898312368,-0.01176631208866138,0.015152954660922672,0.0016667784482446272,-0.004720081092360454,0.008666850254440313,8.48358584133896e-05,-0.0072926347408138565,0.007800054204830665,0.0007145094086686857,-0.0012765246402828877,0.002512762484405613,9.717556738625205e-05,-0.00407656936235415,0.00457652435195122,-0.00039899108681482905,-0.009531614059979116,0.009150291426835284,-0.00032937380085351403,-0.007059921883978331,0.006823275142562371,8.584073802114188e-05,-0.0002715481940713875,0.00045530537891042304,3.9548564745780923e-05,-0.00029415780221653444,0.0003788238665230668,-6.155069144367222e-05,-0.00013725152306624802,1.9166102739341414e-05,0.00014739142946481413,selection: overnight gap-up >= 5%,holdout,10,40,2.0
selection: trailing 85th percentile | all,21978,0.6103831103831103,2.0,0.003999074766604166,-0.005647978239850195,0.013553119187983855,0.001605073866366266,-0.0034601455474942743,0.006951839832709282,-0.0023940009002379,-0.007242303624320151,0.0025776352550669003,-0.0007437070489372406,-0.0021501828064077843,0.0005809936082100897,-0.0009403149467621129,-0.004078971725472316,0.002415631582793901,-0.003439105150323694,-0.009622085442677555,0.003033653929898505,-0.0029576538347378537,-0.008164895777696296,0.002424099614812749,6.810856581067267e-05,-0.00015565216732915522,0.00030176380277073295,9.997686916510414e-05,-0.0001411994559962549,0.00033882797969959655,-7.869065313840922e-05,-0.00013034949807600035,-2.5532198345254438e-05,0.00014679921894908188,selection: trailing 85th percentile,all,10,40,2.0
selection: trailing 85th percentile | selection,7156,0.6133314700950252,2.0,0.011459157178211082,0.0035127169805486426,0.019650464939057737,0.003956749441347522,-0.00047059561419592267,0.008727556885112564,-0.007502407736863561,-0.011665527183405371,-0.0032732640624657024,-0.002322138856000093,-0.0038567514590604882,-0.00092228889883496,-0.003950404620548945,-0.00636636089838231,-0.0015084383252323955,-0.009488802437094218,-0.0152486057674349,-0.003746502097853114,-0.008472549722423485,-0.012688532061326986,-0.003998124314141268,0.00016985927758614213,-2.5548876649360837e-05,0.0003775268757121607,0.00028647892945527707,8.781792451371611e-05,0.0004912616234764434,-0.00012628090681989214,-0.00018869022454690493,-6.085256414663953e-05,0.0002961401844060343,selection: trailing 85th percentile,selection,10,40,2.0
selection: trailing 85th percentile | holdout,14822,0.6089596545675348,2.0,0.00039737798226608116,-0.012873998739983043,0.013570069641446737,0.0004696946722921948,-0.006647768110931957,0.008136864943719005,7.231669002611485e-05,-0.006387778808116191,0.006933396324921253,1.8353267574820433e-05,-0.0018441920245108804,0.0018455911105006663,0.0005129438378566002,-0.003870566282362607,0.0051647974102858015,-0.000518336442718117,-0.008740031091775511,0.008188100518295811,-0.00029508501998421773,-0.007324306906610737,0.007015216712396928,1.8631070355040534e-05,-0.00029908296923363367,0.0003507866456747102,9.934449556652013e-06,-0.00032184996849957614,0.00033925174103616846,-5.554932548407414e-05,-0.00012226383733013373,1.4187344820037412e-05,7.418039583911466e-05,selection: trailing 85th percentile,holdout,10,40,2.0
selection: trailing 95th percentile | all,7561,0.6140722126702817,2.0,0.007485400073033811,-0.004014117477778572,0.019005097602745134,0.0020951765647022236,-0.004566243449899448,0.008791813871668766,-0.005390223508331587,-0.011019885687110976,0.0003917268922313763,-0.0018608502384615882,-0.0035258423732205573,-0.00018089333003312017,-0.0025523744494486485,-0.006122335204647649,0.0011634017908179197,-0.006867520692358254,-0.014002616477619008,0.000411050373957326,-0.006356869676156515,-0.0127116681960388,0.000290343366654344,9.148090892335916e-05,-0.00020126345262308406,0.00038049488011735464,0.0001871350018258453,-0.00010035293694446433,0.00047512744006862834,-0.00012105448673316179,-0.00020704861376877245,-3.8603465020022946e-05,0.00021253539565652094,selection: trailing 95th percentile,all,10,40,2.0
selection: trailing 95th percentile | selection,2465,0.6032454361054767,2.0,0.01878585320734169,0.007911052757529244,0.029583748479220892,0.0066717621394852275,8.508313056410214e-05,0.01324978333424326,-0.012114091067856459,-0.017739657903318388,-0.006769218750414896,-0.003185568507321348,-0.004941471920009722,-0.00150299374889901,-0.005744216849182557,-0.008808313226062715,-0.002698597450794007,-0.016396020336806157,-0.023956342207819774,-0.009227154542479642,-0.013754090857802456,-0.019547050655353098,-0.007904825021186567,0.00028848466649426596,-8.453032122959319e-06,0.0005829299204992222,0.0004696463301835421,0.00019777631893823112,0.0007395937119805222,-0.0001818696248057966,-0.00029617485512916107,-6.021796016823981e-05,0.00047035429130006255,selection: trailing 95th percentile,selection,10,40,2.0
selection: trailing 95th percentile | holdout,5096,0.619309262166405,2.0,0.0020192271970391265,-0.013726876063756433,0.017818979622473183,-0.000118576073021502,-0.009172145060668054,0.009077468201551779,-0.002137803270060631,-0.009783388187391552,0.00555567806963201,-0.0012200671668879403,-0.003603060488883766,0.0011070952821002037,-0.0010084396936903919,-0.006124397408141489,0.004006604223635592,-0.0022584642513134956,-0.011721402054262413,0.00735086284038501,-0.0027787397285981854,-0.011369091353668282,0.006017121903641598,-1.3405700081803163e-06,-0.0003940243095384541,0.00038895110221780547,5.048067992597821e-05,-0.00034317190159391083,0.0004454744905618295,-9.240045938398313e-05,-0.00020486607799813993,1.5977617398818417e-05,9.105988937580286e-05,selection: trailing 95th percentile,holdout,10,40,2.0
filter: price >= $10 on day -1 | all,12624,0.6096324461343473,2.0,0.0033429660327116296,-0.005792867556634076,0.012346875246527337,0.001112364786093468,-0.003943820110987819,0.006272449626786934,-0.002230601246618161,-0.006698915587056429,0.0024538777497740715,-0.0005305979605464906,-0.0019991650472210953,0.0009323636231479385,-0.0005935131868630385,-0.0037331284993336426,0.00265676206340683,-0.003287620616641835,-0.0091433188800601,0.0027306497915163498,-0.0031085022949110725,-0.00784622585775887,0.0017664853330339348,4.762982426670528e-05,-0.0001777572163105803,0.0002754441452229955,8.357415081779072e-05,-0.00014482168891585186,0.00030867188116318327,-7.037703899208122e-05,-0.00012728206442164913,-1.370117450474567e-05,0.00011800686325878652,filter: price >= $10 on day -1,all,10,40,2.0
filter: price >= $10 on day -1 | selection,4210,0.605938242280285,2.0,0.010879440735813019,0.002615276214755816,0.019529597928991043,0.0038158660788459218,-0.0009486410185121895,0.008892887708080109,-0.007063574656967098,-0.01143029224938945,-0.0027104717267724216,-0.00204061647448742,-0.003944322235551448,-0.0003273203967800023,-0.0039304708211891715,-0.006713324730463369,-0.0010462739015224753,-0.008817422096705017,-0.015223418409778476,-0.002714631158309064,-0.00905538899292814,-0.013978139389037525,-0.0040469829102945725,0.00016175099099399149,-5.3822773942960555e-05,0.0003830842667176207,0.0002719860183953255,6.538190536889539e-05,0.000488239948224776,-0.0001252346627997642,-0.00019668398328308266,-5.468711557064924e-05,0.0002869856537937557,filter: price >= $10 on day -1,selection,10,40,2.0
filter: price >= $10 on day -1 | holdout,8414,0.6114808652246256,2.0,-0.000427958438414691,-0.012856716355611657,0.012167716345476656,-0.00024034978990936383,-0.007305897482946799,0.006934425358244971,0.00018760864850532726,-0.005868739398472483,0.00642162065646418,0.00022494969142537947,-0.0016599574932050518,0.0021399873466988015,0.001076155417904375,-0.0031914595522741004,0.005502281375196644,-0.000520748233581936,-0.008458988222656786,0.007617461930710218,-0.00013293859171974165,-0.006462768934078393,0.006354124019302646,-8.953867924024946e-06,-0.00031876450182714795,0.0003063993220620188,-1.0698960960367285e-05,-0.0003214179088902913,0.0003041929086369163,-4.3177466915618775e-05,-0.00011883041301056741,3.50174264587859e-05,3.4223598991593834e-05,filter: price >= $10 on day -1,holdout,10,40,2.0
filter: median dollar volume >= $5M | all,10816,0.6125184911242604,2.0,0.003380016564922625,-0.007204716763092256,0.014118723905247866,0.0012842266219169872,-0.004704555891373119,0.007357284087161074,-0.0020957899430056387,-0.007314526755837532,0.003327576552656441,-5.9951576762175626e-05,-0.0016305292909328183,0.001456627253172507,-0.0003860138534248053,-0.0038327621443953394,0.003267463523826036,-0.003024136581455702,-0.009854759960854328,0.003983636623307103,-0.0029361309245512094,-0.008375981111295836,0.002842959821863172,5.554495536345056e-05,-0.00020742428202077557,0.00032241349618605315,8.450041412306564e-05,-0.00018011791907730635,0.00035296809763119664,-7.690245775915727e-05,-0.00014862476546196918,-7.158674254663761e-06,0.00013244741312260782,filter: median dollar volume >= $5M,all,10,40,2.0
filter: median dollar volume >= $5M | selection,3348,0.6051373954599761,2.0,0.01040126295328248,0.0024333322203516235,0.01881673667266204,0.0040040328953235525,-0.000539570907102943,0.008877162970052371,-0.006397230057958924,-0.010814733328784876,-0.0019139372210228117,-0.0015903432216460948,-0.0034177179930439646,0.00012232053124451388,-0.0025787489802461877,-0.005456980820009612,0.00021250947541221656,-0.00840450952624314,-0.01440326156145247,-0.002474812478107984,-0.008438828646279652,-0.013021253956402266,-0.003599850363420292,0.00017428605743702132,-3.188477256902242e-05,0.00038955256142049027,0.0002600315738320619,6.083330550879059e-05,0.000470418416816551,-0.00011042101169266597,-0.00018398255417308875,-3.758073348152724e-05,0.0002847070691296873,filter: median dollar volume >= $5M,selection,10,40,2.0
filter: median dollar volume >= $5M | holdout,7468,0.6158275307980717,2.0,0.00023230192804142653,-0.014314671053925445,0.014861907618999618,6.490265253225532e-05,-0.00826660864447744,0.008652241536080563,-0.00016739927550917346,-0.007244084330694906,0.0069521660717571454,0.0006261425886196352,-0.0015055365860738182,0.002657508847342011,0.0005970173737575712,-0.004303134933465466,0.005514776594512549,-0.0006120465146174116,-0.009848359407939591,0.008768053036788416,-0.00046920109429587697,-0.007944399134429422,0.007076546590068169,3.2358723451739214e-06,-0.0003605586671684037,0.00037118250171465047,5.807548201035702e-06,-0.00035786677634813615,0.00037154769047499035,-6.213651075561548e-05,-0.00016213305419381574,3.687102521801215e-05,6.537238310078937e-05,filter: median dollar volume >= $5M,holdout,10,40,2.0
Friday day 0 | all,3213,0.5798319327731093,2.0,-0.0011053362243952276,-0.01228224077501406,0.010906097954586542,-0.0027284632049467666,-0.009730257241354293,0.004772575820114532,-0.00162312698055154,-0.0076705490532336905,0.004204943855126904,0.0004877392666445515,-0.0015818903751022527,0.0027112948179527016,0.00032437448810204375,-0.004122486265448971,0.004768838435433915,-0.002790407524031675,-0.010380092606380783,0.004775796052878368,-0.001985078137004592,-0.008828681045918522,0.004662469531078797,-0.0001250514958813738,-0.000446831943048951,0.0002227601079499001,-2.7633405609880645e-05,-0.0003070560193753516,0.00027265244886466356,-0.0002818134473706075,-0.00047317639880454186,-7.731071941521557e-05,0.00015676195148923373,Friday day 0,all,10,40,
Mon-Thu day 0 | all,11556,0.6153513326410522,2.0,0.007294014833351227,-0.0033191245728857524,0.017886975858096867,0.0034159263325493757,-0.002278389802431206,0.009328891837681114,-0.0038780885008018523,-0.009424352163784396,0.0017676253166540822,-0.0013377535608443995,-0.0033091855302000506,0.0006037622306566976,-0.0019678622325891284,-0.00571353886563753,0.0017333211151683442,-0.005158147575615432,-0.01196584527055166,0.0017142544847020711,-0.004949700352582929,-0.010849417157401562,0.0010685685986338337,0.00014662448976339047,-0.00010084458332764759,0.0003996420217450855,0.00018235037083378072,-8.297811432214386e-05,0.0004471743964524218,-3.401797223551615e-05,-0.00011194189680138798,4.055671955983446e-05,0.00018064246199890656,Mon-Thu day 0,all,10,40,
liquidity tercile low | all,4924,0.5907798537774167,2.0,0.008604008269555498,-0.002901628028564153,0.020904054035164092,0.0038240273272890624,-0.0021445212171751073,0.010488568512640926,-0.004779980942266435,-0.011934121329520842,0.0022057906702447516,-0.0023000261047058557,-0.004484528059534553,-0.00013024979197225457,-0.0027295435720918536,-0.007192050014784841,0.001826894166448879,-0.006447979240294365,-0.014492746046279894,0.0014468902203739152,-0.00579090202078597,-0.013644272263437623,0.0017831088383885535,0.00017034710388511454,-0.00010182104178726714,0.00045966685394576443,0.00021510020673888743,-7.254070071410381e-05,0.0005226013508791024,-3.4530387692441115e-05,-0.00018912670451090075,0.00012738384606104602,0.00020487749157755564,liquidity tercile low,all,10,40,
liquidity tercile mid | all,4923,0.5906967296364005,2.0,0.0019008479103586697,-0.009807758799085117,0.014077095809292298,0.0013920806416072471,-0.005236972972798234,0.008179697679330763,-0.0005087672687514219,-0.007081317086869757,0.006033293179485641,0.0011472721064746758,-0.0009713094088413999,0.003308589096951198,0.0013431268336023033,-0.003323657618490417,0.005869645675412262,-0.0014317064255043531,-0.009722925740551497,0.006862602114818436,-0.0010493387676759345,-0.007980882684375978,0.005882341296614634,6.035297414330416e-05,-0.00024181026713554493,0.0003711008046028988,4.7521197758966715e-05,-0.000245193969977128,0.00035192739523230753,-0.00010030568156936122,-0.00026186689536546865,5.951120880097153e-05,0.00016065865571266547,liquidity tercile mid,all,10,40,
liquidity tercile high | all,4922,0.6414059325477448,2.0,0.005894794624794381,-0.005512816306519238,0.01668345024865124,0.0010209607605125583,-0.006113504101308187,0.008036263466876194,-0.00487383386428182,-0.00964334153508251,0.00027081398660490147,-0.0016689691032084788,-0.0034120761573389383,-3.211409265416972e-05,-0.003021199021205191,-0.0064372707561958335,0.0006118856400918606,-0.006049368599463294,-0.012633523749781415,0.0011091524632508693,-0.006074054657664634,-0.011199775232890015,-0.000576671712032789,4.391182637628863e-05,-0.00025452600860002204,0.0003389309394457224,0.00014736986561985946,-0.00013782040766298088,0.0004170862562162811,-0.00011871473969502167,-0.000280031478666173,5.156647357063067e-05,0.00016262656607131032,liquidity tercile high,all,10,40,
range-placement tercile low | all,4924,0.4642567018683997,3.0,0.0069466693593754365,-0.005065837112938145,0.018725016302007517,-1.2856291479969938e-05,-0.005480933128242457,0.0052331013666951885,-0.006959525650855411,-0.014843674569859225,0.0009096328515002565,-0.0023814292526435953,-0.004682160115950822,-1.7441848733753134e-05,-0.0035668210998691416,-0.008129435070003915,0.0010099152011159435,-0.007224633151571694,-0.015958742402602727,0.0016545994507336159,-0.00525132280821182,-0.012376148859700446,0.0019386797980476913,-2.9190739066525725e-06,-0.00032219499723683216,0.00029804685521967004,0.000173666733984386,-0.00012664592782345358,0.00046812540755018794,-0.00018251146236950016,-0.00035418737538136814,-1.2346714785696081e-05,0.0001795923884628476,range-placement tercile low,all,10,40,
range-placement tercile mid | all,4923,0.6359943124111315,2.0,0.008469251098959591,-0.0028377291513146247,0.019864335551820274,0.0053263278928471465,-0.001471225207758377,0.012686966027835287,-0.0031429232061124445,-0.008542358587442588,0.0023455836721792663,-0.0005342746504571468,-0.00257109763226263,0.0014863516896686715,-0.0011301808670199764,-0.0049383018980995825,0.002906271732614826,-0.00601070172693945,-0.0130893765596618,0.0010989582347225395,-0.005831822014503668,-0.012095673009124409,0.0006778336155730348,0.00022427958786123603,-5.97115227364362e-05,0.0005312928770332085,0.0002117312774739897,-7.09432287828656e-05,0.0004966083887955068,2.5947451544907087e-05,-0.00011867497114403407,0.00017669668923963922,0.00019833213631632895,range-placement tercile mid,all,10,40,
range-placement tercile high | all,4922,0.7226737098740349,1.0,0.0009830692888017478,-0.00963388597462464,0.011860316338348076,0.0009243568842355754,-0.0060094035705371305,0.008198648751721592,-5.871240456617249e-05,-0.0045699646632184066,0.004580034492961645,9.435551784409978e-05,-0.0018104789528349378,0.001995689120376092,0.0002902289261614996,-0.003709545034888297,0.004321905656322237,-0.000692473490138923,-0.007067851916828204,0.005719319226813242,-0.001830398220968612,-0.007976340445998353,0.004386358001721565,3.208586540274042e-05,-0.000225717071919183,0.00029999672678511513,2.4576732220043685e-05,-0.00024084714936561607,0.00029650790845870187,-0.000121152803156768,-0.00025841298492823334,6.611622960501622e-06,0.00015323866855950844,range-placement tercile high,all,10,40,
