idx,rA,rB,n,d
473,-0.0027409322220639265,-0.0019250453265454604,91,0.0008158868955184661
474,0.00902286769553766,0.007752937734690586,90,-0.001269929960847075
475,0.0028107414045197283,0.0006697139274227975,95,-0.0021410274770969307
476,0.0048508958369348695,0.0035426911125664234,97,-0.0013082047243684462
477,0.0031756257403333745,0.0020844206127998153,97,-0.0010912051275335593
478,-0.004440264751764914,-0.003151197538046401,99,0.0012890672137185135
479,-0.0011360687319697028,-0.0008735423917094193,98,0.0002625263402602835
480,-0.00842294495192006,-0.006895057679893795,97,0.0015278872720262647
481,0.009225980147390418,0.007314565611737134,96,-0.0019114145356532832
482,0.0110797348266087,0.009122030777844839,96,-0.001957704048763862
483,0.009919914938646758,0.006879100832126172,97,-0.003040814106520586
484,-0.004353839519055307,-0.0014937824998121178,96,0.0028600570192431896
485,0.0012544163882303265,0.0022886926228163837,95,0.0010342762345860572
486,0.002403361196637022,0.0013131396098106593,94,-0.0010902215868263626
487,-0.0004927495895968683,-0.002452985463559448,95,-0.0019602358739625797
488,0.0015485476115102055,0.0014689824223322254,96,-7.956518917798011e-05
489,0.004510103478054374,0.0039745880310255045,95,-0.00053551544702887
490,-0.0003084449456629779,0.0004024226107594897,95,0.0007108675564224676
491,-0.007461638281229251,-0.004241756981437073,94,0.003219881299792178
492,-0.0022309098820357796,-0.0032026094251379053,94,-0.0009716995431021257
493,-0.003862954084367512,-0.002377570628807252,92,0.0014853834555602604
494,0.0032633681665406073,0.0015198758779099702,87,-0.001743492288630637
495,-0.010260445635443547,-0.005932851059143171,85,0.004327594576300376
496,0.003560005756786952,0.00274259070491234,81,-0.000817415051874612
497,0.004265511166796583,0.0034988260465855167,80,-0.0007666851202110664
498,0.0027633848480263616,0.0016725682604289197,76,-0.001090816587597442
499,0.0025559143188452296,0.0017027748666545994,67,-0.0008531394521906301
500,-0.002826484818866678,-0.003193015743971135,63,-0.00036653092510445734
501,0.0038881578877179596,0.0015890432992283325,58,-0.0022991145884896274
502,0.004762227991729563,0.0028503315776369715,56,-0.0019118964140925915
503,-0.0012485742263989039,-0.00017183045719202535,54,0.0010767437692068785
504,-0.002142668482729602,0.0003962549571584322,48,0.002538923439888034
505,0.004913907672396769,0.0038260354214809935,41,-0.0010878722509157753
506,0.0036910687643752155,0.0023174054800998373,36,-0.0013736632842753782
507,0.0066768165771593085,0.002914603982833251,37,-0.0037622125943260576
508,0.005217586490846735,0.001221901653342376,34,-0.0039956848375043595
509,0.005037857759602462,0.0005279316668201093,31,-0.004509926092782353
